0.008	0
0.008	-5.55112e-16
0.008	-5.55112e-16
0.008	-7.77156e-16
0.008	-1.11022e-15
0.008	-1.22125e-15
0.008	-2.77556e-15
0.008	-3.77476e-15
0.008	-3.21965e-15
0.008	-3.77476e-15
0.008	-4.77396e-15
0.008	-4.88498e-15
0.008	-5.10703e-15
0.008	-4.88498e-15
0.008	-5.66214e-15
0.008	-5.66214e-15
0.008	-5.9952e-15
0.008	-5.9952e-15
0.008	-6.32827e-15
0.008	-6.21725e-15
0.008	-7.32747e-15
0.008	-7.99361e-15
0.008	-7.77156e-15
0.008	-8.21565e-15
0.008	-8.77076e-15
0.008	-9.10383e-15
0.008	-9.65894e-15
0.008	-9.99201e-15
0.008	-1.02141e-14
0.008	-1.11022e-14
0.008	-1.03251e-14
0.008	-1.13243e-14
0.008	-1.13243e-14
0.008	-1.16573e-14
0.008	-1.22125e-14
0.008	-1.23235e-14
0.008	-1.19904e-14
0.008	-1.33227e-14
0.008	-1.28786e-14
0.008	-1.28786e-14
0.008	-1.33227e-14
0.008	-1.33227e-14
0.008	-1.36557e-14
0.008	-1.39888e-14
0.008	-1.43219e-14
0.008	-1.43219e-14
0.008	-1.33227e-14
0.008	-1.43219e-14
0.008	-1.4766e-14
0.008	-1.39888e-14
0.008	-1.43219e-14
0.008	-1.5099e-14
0.008	-1.4877e-14
0.008	-1.4766e-14
0.008	-1.58762e-14
0.008	-1.56541e-14
0.008	-1.53211e-14
0.008	-1.58762e-14
0.008	-1.67644e-14
0.008	-1.63203e-14
0.008	-1.59872e-14
0.008	-1.67644e-14
0.008	-1.67644e-14
0.008	-1.68754e-14
0.008	-1.74305e-14
0.008	-1.78746e-14
0.008	-1.74305e-14
0.008	-1.83187e-14
0.008	-1.83187e-14
0.008	-1.82077e-14
0.008	-1.88738e-14
0.008	-1.88738e-14
0.008	-1.94289e-14
0.008	-1.94289e-14
0.008	-1.88738e-14
0.008	-1.90958e-14
0.008	-1.94289e-14
0.008	-2.03171e-14
0.008	-1.94289e-14
0.008	-2.02061e-14
0.008	-2.02061e-14
0.008	-2.03171e-14
0.008	-2.08722e-14
0.008	-2.07612e-14
0.008	-2.18714e-14
0.008	-2.14273e-14
0.008	-2.18714e-14
0.008	-2.14273e-14
0.008	-2.14273e-14
0.008	-2.22045e-14
0.008	-2.22045e-14
0.008	-2.19824e-14
0.008	-2.24265e-14
0.008	-2.22045e-14
0.008	-2.24265e-14
0.008	-2.30926e-14
0.008	-2.30926e-14
0.008	-2.34257e-14
0.008	-2.30926e-14
0.008	-2.33147e-14
0.008	-2.38698e-14
0.008	-2.38698e-14
0.008	-2.39808e-14
0.008	-2.38698e-14
0.008	-2.38698e-14
0.008	-2.42029e-14
0.008	-2.42029e-14
0.008	-2.39808e-14
0.008	-2.44249e-14
0.008	-2.44249e-14
0.008	-2.44249e-14
0.008	-2.39808e-14
0.008	-2.4758e-14
0.008	-2.4758e-14
0.008	-2.44249e-14
0.008	-2.4869e-14
0.008	-2.5091e-14
0.008	-2.4869e-14
0.008	-2.54241e-14
0.008	-2.53131e-14
0.008	-2.67564e-14
0.008	-2.59792e-14
0.008	-2.62013e-14
0.008	-2.59792e-14
0.008	-2.62013e-14
0.008	-2.67564e-14
0.008	-2.67564e-14
0.008	-2.68674e-14
