0.008	-2.68674e-14
0.008	-2.67564e-14
0.008	-2.70894e-14
0.008	-2.68674e-14
0.008	-2.78666e-14
0.008	-2.74225e-14
0.008	-2.79776e-14
0.008	-2.74225e-14
0.008	-2.79776e-14
0.008	-2.87548e-14
0.008	-2.78666e-14
0.008	-2.74225e-14
0.008	-2.81997e-14
0.008	-2.88658e-14
0.008	-2.87548e-14
0.008	-2.90878e-14
0.008	-2.90878e-14
0.008	-2.90878e-14
0.008	-2.94209e-14
0.008	-2.94209e-14
0.008	-3.10862e-14
0.008	-2.9976e-14
0.008	-3.04201e-14
0.008	-3.10862e-14
0.008	-3.10862e-14
0.008	-3.10862e-14
0.008	-3.18634e-14
0.008	-3.18634e-14
0.008	-3.19744e-14
0.008	-3.21965e-14
0.008	-3.24185e-14
0.008	-3.29736e-14
0.008	-3.27516e-14
0.008	-3.30846e-14
0.008	-3.34177e-14
0.008	-3.30846e-14
0.008	-3.41949e-14
0.008	-3.39728e-14
0.008	-3.4972e-14
0.008	-3.53051e-14
0.008	-3.58602e-14
0.008	-3.53051e-14
0.008	-3.61933e-14
0.008	-3.64153e-14
0.008	-3.64153e-14
0.008	-3.74145e-14
0.008	-3.78586e-14
0.008	-3.79696e-14
0.008	-3.78586e-14
0.008	-3.79696e-14
0.008	-3.85247e-14
0.008	-3.89688e-14
0.008	-3.89688e-14
0.008	-3.90799e-14
0.008	-3.90799e-14
0.008	-3.9857e-14
0.008	-3.9968e-14
0.008	-4.04121e-14
0.008	-3.9968e-14
0.008	-4.05231e-14
0.008	-4.09672e-14
0.008	-4.10783e-14
0.008	-4.09672e-14
0.008	-4.13003e-14
0.008	-4.10783e-14
0.008	-4.18554e-14
0.008	-4.15223e-14
0.008	-4.18554e-14
0.008	-4.21885e-14
0.008	-4.21885e-14
0.008	-4.24105e-14
0.008	-4.21885e-14
0.008	-4.29656e-14
0.008	-4.30767e-14
0.008	-4.30767e-14
0.008	-4.35207e-14
0.008	-4.41869e-14
0.008	-4.41869e-14
0.008	-4.45199e-14
0.008	-4.52971e-14
0.008	-4.4964e-14
0.008	-4.50751e-14
0.008	-4.52971e-14
0.008	-4.59632e-14
0.008	-4.59632e-14
0.008	-4.61853e-14
0.008	-4.65183e-14
0.008	-4.65183e-14
0.008	-4.65183e-14
0.008	-4.70735e-14
0.008	-4.70735e-14
0.008	-4.72955e-14
0.008	-4.75175e-14
0.008	-4.79616e-14
0.008	-4.81837e-14
0.008	-4.84057e-14
0.008	-4.90719e-14
0.008	-4.89608e-14
0.008	-4.90719e-14
0.008	-4.90719e-14
0.008	-4.85167e-14
0.008	-4.90719e-14
0.008	-5.05151e-14
0.008	-5.01821e-14
0.008	-5.04041e-14
0.008	-5.04041e-14
0.008	-5.09592e-14
0.008	-5.15143e-14
0.008	-5.15143e-14
0.008	-5.15143e-14
0.008	-5.15143e-14
0.008	-5.20695e-14
0.008	-5.25135e-14
0.008	-5.25135e-14
0.008	-5.32907e-14
0.008	-5.36238e-14
0.008	-5.40679e-14
0.008	-5.40679e-14
0.008	-5.41789e-14
0.008	-5.40679e-14
0.008	-5.4956e-14
0.008	-5.4512e-14
0.008	-5.52891e-14
0.008	-5.52891e-14
0.008	-5.60663e-14
0.008	-5.61773e-14
0.008	-5.63993e-14
0.008	-5.60663e-14
0.008	-5.65104e-14
0.008	-5.69544e-14
0.008	-5.72875e-14
0.008	-5.76206e-14
0.008	-5.72875e-14
0.008	-5.80647e-14
0.008	-5.80647e-14
0.008	-5.80647e-14
0.008	-5.81757e-14
0.008	-5.89528e-14
0.008	-5.89528e-14
0.008	-5.86198e-14
0.008	-5.9619e-14
0.008	-6.01741e-14
0.008	-6.01741e-14
0.008	-6.06182e-14
0.008	-6.06182e-14
0.008	-6.15064e-14
0.008	-6.10623e-14
0.008	-6.10623e-14
0.008	-6.15064e-14
0.008	-6.16174e-14
0.008	-6.21725e-14
0.008	-6.23945e-14
0.008	-6.23945e-14
0.008	-6.30607e-14
0.008	-6.30607e-14
0.008	-6.36158e-14
0.008	-6.36158e-14
0.008	-6.41709e-14
0.008	-6.4615e-14
0.008	-6.43929e-14
0.008	-6.52811e-14
0.008	-6.56142e-14
0.008	-6.56142e-14
0.008	-6.56142e-14
0.008	-6.66134e-14
0.008	-6.61693e-14
0.008	-6.71685e-14
0.008	-6.67244e-14
0.008	-6.75016e-14
0.008	-6.80567e-14
0.008	-6.76126e-14
0.008	-6.80567e-14
0.008	-6.83897e-14
0.008	-6.86118e-14
0.008	-6.83897e-14
0.008	-6.87228e-14
0.008	-6.92779e-14
0.008	-6.95e-14
0.008	-7.01661e-14
0.008	-7.01661e-14
0.008	-7.03881e-14
0.008	-7.06102e-14
0.008	-7.12763e-14
0.008	-7.12763e-14
0.008	-7.20535e-14
0.008	-7.16094e-14
0.008	-7.20535e-14
0.008	-7.21645e-14
0.008	-7.23865e-14
0.008	-7.31637e-14
0.008	-7.32747e-14
0.008	-7.36078e-14
0.008	-7.36078e-14
0.008	-7.40519e-14
0.008	-7.43849e-14
0.008	-7.4718e-14
0.008	-7.52731e-14
0.008	-7.52731e-14
0.008	-7.60503e-14
0.008	-7.54952e-14
0.008	-7.66054e-14
0.008	-7.66054e-14
0.008	-7.66054e-14
0.008	-7.67164e-14
0.008	-7.72715e-14
0.008	-7.77156e-14
0.008	-7.86038e-14
0.008	-7.83817e-14
0.008	-7.83817e-14
0.008	-7.87148e-14
0.008	-7.9492e-14
0.008	-7.91589e-14
0.008	-7.92699e-14
0.008	-7.9492e-14
0.008	-8.00471e-14
0.008	-8.00471e-14
0.008	-8.01581e-14
0.008	-8.03801e-14
0.008	-8.07132e-14
0.008	-8.12683e-14
0.008	-8.12683e-14
0.008	-8.12683e-14
0.008	-8.14904e-14
0.008	-8.17124e-14
0.008	-8.18234e-14
0.008	-8.21565e-14
0.008	-8.26006e-14
0.008	-8.26006e-14
0.008	-8.31557e-14
0.008	-8.32667e-14
0.008	-8.32667e-14
0.008	-8.37108e-14
0.008	-8.34888e-14
0.008	-8.38218e-14
0.008	-8.4599e-14
0.008	-8.43769e-14
0.008	-8.4599e-14
0.008	-8.471e-14
0.008	-8.52651e-14
0.008	-8.52651e-14
0.008	-8.62643e-14
0.008	-8.57092e-14
0.008	-8.62643e-14
0.008	-8.58202e-14
0.008	-8.62643e-14
0.008	-8.63754e-14
0.008	-8.67084e-14
0.008	-8.67084e-14
0.008	-8.71525e-14
0.008	-8.72635e-14
0.008	-8.77076e-14
0.008	-8.77076e-14
0.008	-8.82627e-14
0.008	-8.91509e-14
0.008	-8.87068e-14
0.008	-8.92619e-14
0.008	-8.92619e-14
0.008	-8.9706e-14
0.008	-8.9817e-14
0.008	-9.02611e-14
0.008	-9.02611e-14
0.008	-9.02611e-14
0.008	-9.07052e-14
0.008	-9.11493e-14
0.008	-9.12603e-14
0.008	-9.14824e-14
0.008	-9.17044e-14
0.008	-9.18154e-14
0.008	-9.22595e-14
0.008	-9.31477e-14
0.008	-9.32587e-14
0.008	-9.32587e-14
